attribute,start,min,max,name
Sp. Atk,70,130,262,beartic
Sp. Def,80,148,284,beartic
Speed,50,94,218,beartic
HP,45,200,294,chikorita
Attack,49,92,216,chikorita
Defense,65,121,251,chikorita
Sp. Atk,49,92,216,chikorita
Sp. Def,65,121,251,chikorita
Speed,45,85,207,chikorita
HP,65,240,334,tangela
Attack,55,103,229,tangela
Defense,115,211,361,tangela
Sp. Atk,100,184,328,tangela
Sp. Def,40,76,196,tangela
Speed,60,112,240,tangela
HP,30,170,264,sunkern
Attack,30,58,174,sunkern
Defense,30,58,174,sunkern
Sp. Atk,30,58,174,sunkern
Sp. Def,30,58,174,sunkern
Speed,30,58,174,sunkern
HP,80,270,364,cryogonal
Attack,50,94,218,cryogonal
Defense,50,94,218,cryogonal
Sp. Atk,95,175,317,cryogonal
Sp. Def,135,247,405,cryogonal
Speed,105,193,339,cryogonal
HP,71,252,346,vanilluxe
Attack,95,175,317,vanilluxe
Defense,85,157,295,vanilluxe
Sp. Atk,110,202,350,vanilluxe
Sp. Def,95,175,317,vanilluxe
Speed,79,146,282,vanilluxe
HP,55,220,314,cubchoo
Attack,70,130,262,cubchoo
HP,36,182,276,vanillite
Attack,50,94,218,vanillite
Defense,50,94,218,vanillite
Sp. Atk,65,121,251,vanillite
Sp. Def,60,112,240,vanillite
HP,70,250,344,darumaka
HP,110,330,424,mamoswine
Attack,130,238,394,mamoswine
Defense,80,148,284,mamoswine
Sp. Atk,70,130,262,mamoswine
Sp. Def,60,112,240,mamoswine
Speed,80,148,284,mamoswine
HP,65,240,334,glaceon
Attack,60,112,240,glaceon
Defense,110,202,350,glaceon
Sp. Atk,130,238,394,glaceon
Sp. Def,95,175,317,glaceon
Speed,65,121,251,glaceon
Defense,40,76,196,cubchoo
Sp. Atk,60,112,240,cubchoo
Sp. Def,40,76,196,cubchoo
Speed,40,76,196,cubchoo
Speed,44,83,205,vanillite
Attack,90,166,306,darumaka
Defense,45,85,207,darumaka
Sp. Atk,15,31,141,darumaka
Sp. Def,45,85,207,darumaka
Speed,50,94,218,darumaka
HP,70,250,344,darumaka
Attack,90,166,306,darumaka
Defense,45,85,207,darumaka
Sp. Atk,15,31,141,darumaka
Sp. Def,45,85,207,darumaka
Speed,50,94,218,darumaka
HP,90,290,384,abomasnow
Attack,92,170,311,abomasnow
Defense,75,139,273,abomasnow
Sp. Atk,92,170,311,abomasnow
Sp. Def,85,157,295,abomasnow
Speed,60,112,240,abomasnow
HP,90,290,384,abomasnow
Attack,132,242,399,abomasnow
Defense,105,193,339,abomasnow
Sp. Atk,132,242,399,abomasnow
Sp. Def,105,193,339,abomasnow
Speed,30,58,174,abomasnow
HP,80,270,364,regice
Attack,50,94,218,regice
Defense,100,184,328,regice
Sp. Atk,100,184,328,regice
Sp. Def,200,364,548,regice
Speed,50,94,218,regice
HP,70,250,344,spheal
Attack,40,76,196,spheal
Defense,50,94,218,spheal
Sp. Atk,55,103,229,spheal
Sp. Def,50,94,218,spheal
Speed,25,49,163,spheal
HP,80,270,364,glalie
Attack,80,148,284,glalie
Defense,80,148,284,glalie
Sp. Atk,80,148,284,glalie
Sp. Def,80,148,284,glalie
Speed,80,148,284,glalie
HP,80,270,364,glalie
Attack,120,220,372,glalie
Defense,80,148,284,glalie
Sp. Atk,120,220,372,glalie
Sp. Def,80,148,284,glalie
Speed,100,184,328,glalie
HP,51,212,306,vanillish
Attack,65,121,251,vanillish
Defense,65,121,251,vanillish
Sp. Atk,80,148,284,vanillish
Sp. Def,75,139,273,vanillish
Speed,59,110,238,vanillish
HP,60,230,324,snover
Attack,62,116,245,snover
Defense,50,94,218,snover
Sp. Atk,62,116,245,snover
Sp. Def,60,112,240,snover
Speed,40,76,196,snover
HP,110,330,424,walrein
Attack,80,148,284,walrein
Defense,90,166,306,walrein
Sp. Atk,95,175,317,walrein
Sp. Def,90,166,306,walrein
Speed,65,121,251,walrein
HP,50,210,304,snorunt
Attack,50,94,218,snorunt
Defense,50,94,218,snorunt
Sp. Atk,50,94,218,snorunt
Sp. Def,50,94,218,snorunt
Speed,50,94,218,snorunt
HP,70,250,344,castform
Attack,70,130,262,castform
Defense,70,130,262,castform
Sp. Atk,70,130,262,castform
Sp. Def,70,130,262,castform
Speed,70,130,262,castform
HP,70,250,344,castform
Attack,70,130,262,castform
Defense,70,130,262,castform
Sp. Atk,70,130,262,castform
HP,90,290,384,sealeo
Attack,60,112,240,sealeo
Defense,70,130,262,sealeo
Sp. Atk,75,139,273,sealeo
Sp. Def,70,130,262,sealeo
Speed,45,85,207,sealeo
HP,200,510,604,regidrago
Attack,100,184,328,regidrago
Defense,50,94,218,regidrago
Sp. Atk,100,184,328,regidrago
Sp. Def,50,94,218,regidrago
Speed,80,148,284,regidrago
HP,140,390,484,eternatus
Attack,85,157,295,eternatus
Defense,95,175,317,eternatus
Sp. Atk,145,265,427,eternatus
Sp. Def,95,175,317,eternatus
Speed,130,238,394,eternatus
HP,255,620,714,eternatus
Attack,115,211,361,eternatus
Defense,250,454,658,eternatus
Sp. Atk,125,229,383,eternatus
Sp. Def,250,454,658,eternatus
Speed,130,238,394,eternatus
HP,88,286,380,dragapult
Attack,120,220,372,dragapult
Defense,75,139,273,dragapult
Sp. Atk,100,184,328,dragapult
Sp. Def,75,139,273,dragapult
Speed,142,260,421,dragapult
Sp. Def,70,130,262,castform
Speed,70,130,262,castform
HP,70,250,344,castform
Attack,70,130,262,castform
Defense,70,130,262,castform
Sp. Atk,70,130,262,castform
Sp. Def,70,130,262,castform
Speed,70,130,262,castform
HP,70,250,344,castform
Attack,70,130,262,castform
Defense,70,130,262,castform
Sp. Atk,70,130,262,castform
Sp. Def,70,130,262,castform
Speed,70,130,262,castform
HP,50,210,304,cloyster
Attack,95,175,317,cloyster
Defense,180,328,504,cloyster
Sp. Atk,85,157,295,cloyster
Sp. Def,45,85,207,cloyster
Speed,70,130,262,cloyster
HP,38,186,280,vulpix
Attack,41,78,199,vulpix
Defense,40,76,196,vulpix
Sp. Atk,50,94,218,vulpix
Sp. Def,65,121,251,vulpix
Speed,65,121,251,vulpix
HP,38,186,280,vulpix
Attack,41,78,199,vulpix
Defense,40,76,196,vulpix
Sp. Atk,50,94,218,vulpix
HP,90,290,384,dewgong
Attack,70,130,262,dewgong
Defense,80,148,284,dewgong
Sp. Atk,70,130,262,dewgong
Sp. Def,95,175,317,dewgong
Speed,70,130,262,dewgong
HP,28,166,260,dreepy
Attack,60,112,240,dreepy
Defense,30,58,174,dreepy
Sp. Atk,40,76,196,dreepy
Sp. Def,30,58,174,dreepy
Speed,82,152,289,dreepy
HP,90,290,384,dracovish
Attack,90,166,306,dracovish
Defense,100,184,328,dracovish
Sp. Atk,70,130,262,dracovish
Sp. Def,80,148,284,dracovish
Speed,75,139,273,dracovish
HP,90,290,384,dracozolt
Attack,100,184,328,dracozolt
Defense,90,166,306,dracozolt
Sp. Atk,80,148,284,dracozolt
Sp. Def,70,130,262,dracozolt
Speed,75,139,273,dracozolt
HP,110,330,424,appletun
Attack,85,157,295,appletun
Defense,80,148,284,appletun
Sp. Atk,100,184,328,appletun
Sp. Def,80,148,284,appletun
Speed,30,58,174,appletun
HP,70,250,344,flapple
Attack,110,202,350,flapple
Defense,80,148,284,flapple
Sp. Atk,95,175,317,flapple
Sp. Def,60,112,240,flapple
Speed,70,130,262,flapple
HP,40,190,284,applin
Attack,40,76,196,applin
Defense,80,148,284,applin
Sp. Atk,40,76,196,applin
Sp. Def,40,76,196,applin
Speed,20,40,152,applin
HP,68,246,340,drakloak
Attack,80,148,284,drakloak
Defense,50,94,218,drakloak
Sp. Atk,60,112,240,drakloak
Sp. Def,50,94,218,drakloak
Speed,102,188,333,drakloak
HP,130,370,464,lapras
Attack,85,157,295,lapras
Defense,80,148,284,lapras
Sp. Atk,85,157,295,lapras
Sp. Def,95,175,317,lapras
Speed,60,112,240,lapras
Sp. Def,65,121,251,vulpix
Speed,65,121,251,vulpix
HP,223,556,650,guzzlord
Attack,101,186,331,guzzlord
Defense,53,99,225,guzzlord
Sp. Atk,97,179,322,guzzlord
Sp. Def,53,99,225,guzzlord
Speed,43,81,203,guzzlord
HP,75,260,354,kommo-o
Attack,110,202,350,kommo-o
Defense,125,229,383,kommo-o
Sp. Atk,100,184,328,kommo-o
Sp. Def,105,193,339,kommo-o
Speed,85,157,295,kommo-o
HP,55,220,314,hakamo-o
Attack,75,139,273,hakamo-o
Defense,90,166,306,hakamo-o
Sp. Atk,65,121,251,hakamo-o
Sp. Def,70,130,262,hakamo-o
Speed,65,121,251,hakamo-o
HP,60,230,324,turtonator
Attack,78,144,280,turtonator
Defense,135,247,405,turtonator
Sp. Atk,91,168,309,turtonator
Sp. Def,85,157,295,turtonator
Speed,36,69,188,turtonator
HP,45,200,294,jangmo-o
Attack,55,103,229,jangmo-o
Defense,65,121,251,jangmo-o
Sp. Atk,45,85,207,jangmo-o
Sp. Def,45,85,207,jangmo-o
Speed,45,85,207,jangmo-o
HP,108,326,420,zygarde
Attack,100,184,328,zygarde
Defense,121,222,375,zygarde
Sp. Atk,81,150,287,zygarde
Sp. Def,95,175,317,zygarde
Speed,95,175,317,zygarde
HP,54,218,312,zygarde
Attack,100,184,328,zygarde
Defense,71,132,265,zygarde
Sp. Atk,61,114,243,zygarde
Sp. Def,85,157,295,zygarde
Speed,115,211,361,zygarde
HP,216,542,636,zygarde
Attack,100,184,328,zygarde
Defense,121,222,375,zygarde
Sp. Atk,91,168,309,zygarde
HP,73,256,350,naganadel
Attack,73,135,269,naganadel
Defense,73,135,269,naganadel
Sp. Atk,127,233,388,naganadel
Sp. Def,73,135,269,naganadel
Speed,121,222,375,naganadel
Sp. Def,95,175,317,zygarde
Speed,85,157,295,zygarde
HP,82,274,368,tyrantrum
Attack,121,222,375,tyrantrum
Defense,119,218,370,tyrantrum
Sp. Atk,69,128,260,tyrantrum
Sp. Def,59,110,238,tyrantrum
Speed,71,132,265,tyrantrum
HP,58,226,320,tyrunt
Attack,89,164,304,tyrunt
Defense,77,143,278,tyrunt
Sp. Atk,45,85,207,tyrunt
Sp. Def,45,85,207,tyrunt
Speed,48,90,214,tyrunt
HP,90,290,384,goodra
Attack,100,184,328,goodra
Defense,70,130,262,goodra
Sp. Atk,110,202,350,goodra
Sp. Def,150,274,438,goodra
Speed,80,148,284,goodra
HP,45,200,294,goomy
Attack,50,94,218,goomy
Defense,35,67,185,goomy
Sp. Atk,55,103,229,goomy
Sp. Def,75,139,273,goomy
Speed,40,76,196,goomy
HP,125,360,454,kyurem
HP,65,240,334,dragalge
Attack,75,139,273,dragalge
Defense,90,166,306,dragalge
Sp. Atk,97,179,322,dragalge
Sp. Def,123,225,379,dragalge
Speed,44,83,205,dragalge
HP,78,266,360,drampa
Attack,60,112,240,drampa
Defense,85,157,295,drampa
Sp. Atk,135,247,405,drampa
Sp. Def,91,168,309,drampa
Speed,36,69,188,drampa
HP,68,246,340,sliggoo
Attack,75,139,273,sliggoo
Defense,53,99,225,sliggoo
Sp. Atk,83,153,291,sliggoo
Sp. Def,113,207,357,sliggoo
Speed,60,112,240,sliggoo
Attack,130,238,394,kyurem
Defense,90,166,306,kyurem
Sp. Atk,130,238,394,kyurem
Sp. Def,90,166,306,kyurem
Speed,95,175,317,kyurem
HP,125,360,454,kyurem
Attack,170,310,482,kyurem
Defense,100,184,328,kyurem
Sp. Atk,120,220,372,kyurem
Sp. Def,90,166,306,kyurem
Speed,95,175,317,kyurem
HP,125,360,454,kyurem
Attack,120,220,372,kyurem
Defense,90,166,306,kyurem
Sp. Atk,170,310,482,kyurem
Sp. Def,100,184,328,kyurem
Speed,95,175,317,kyurem
HP,100,310,404,reshiram
Attack,120,220,372,reshiram
Defense,100,184,328,reshiram
Sp. Atk,150,274,438,reshiram
Sp. Def,120,220,372,reshiram
Speed,90,166,306,reshiram
HP,92,294,388,hydreigon
Attack,105,193,339,hydreigon
Defense,90,166,306,hydreigon
Sp. Atk,125,229,383,hydreigon
Sp. Def,90,166,306,hydreigon
Speed,98,180,324,hydreigon
HP,72,254,348,zweilous
Attack,85,157,295,zweilous
Defense,70,130,262,zweilous
Sp. Atk,65,121,251,zweilous
Sp. Def,70,130,262,zweilous
Speed,58,108,236,zweilous
HP,50,210,304,bellsprout
Attack,75,139,273,bellsprout
Defense,35,67,185,bellsprout
Sp. Atk,70,130,262,bellsprout
Sp. Def,30,58,174,bellsprout
Speed,40,76,196,bellsprout
HP,60,230,324,gloom
Attack,65,121,251,gloom
Defense,70,130,262,gloom
Sp. Atk,85,157,295,gloom
Sp. Def,75,139,273,gloom
Speed,40,76,196,gloom
HP,65,240,334,weepinbell
Attack,90,166,306,weepinbell
Defense,50,94,218,weepinbell
Sp. Atk,85,157,295,weepinbell
Sp. Def,45,85,207,weepinbell
Speed,55,103,229,weepinbell
HP,45,200,294,oddish
Attack,50,94,218,oddish
Defense,55,103,229,oddish
Sp. Atk,75,139,273,oddish
Sp. Def,65,121,251,oddish
Speed,30,58,174,oddish
HP,100,310,404,zekrom
Attack,150,274,438,zekrom
Defense,120,220,372,zekrom
Sp. Atk,120,220,372,zekrom
Sp. Def,100,184,328,zekrom
Speed,90,166,306,zekrom
HP,61,232,326,nidorino
Attack,72,134,267,nidorino
Defense,57,107,234,nidorino
Sp. Atk,55,103,229,nidorino
Sp. Def,55,103,229,nidorino
Speed,65,121,251,nidorino
HP,75,260,354,vileplume
Attack,80,148,284,vileplume
Defense,85,157,295,vileplume
Sp. Atk,110,202,350,vileplume
Sp. Def,90,166,306,vileplume
Speed,50,94,218,vileplume
HP,46,202,296,nidoran-m
Attack,57,107,234,nidoran-m
Defense,40,76,196,nidoran-m
Sp. Atk,40,76,196,nidoran-m
Sp. Def,40,76,196,nidoran-m
Speed,50,94,218,nidoran-m
HP,55,220,314,nidoran-f
Attack,47,89,212,nidoran-f
Defense,52,98,223,nidoran-f
Sp. Atk,40,76,196,nidoran-f
Sp. Def,40,76,196,nidoran-f
Speed,41,78,199,nidoran-f
HP,70,250,344,nidorina
Attack,62,116,245,nidorina
Defense,67,125,256,nidorina
Sp. Atk,55,103,229,nidorina
Sp. Def,55,103,229,nidorina
Speed,56,105,232,nidorina
HP,80,270,364,venusaur
Attack,82,152,289,venusaur
Defense,83,153,291,venusaur
Sp. Atk,100,184,328,venusaur
Sp. Def,100,184,328,venusaur
Speed,80,148,284,venusaur
HP,80,270,364,venusaur
Attack,100,184,328,venusaur
Defense,123,225,379,venusaur
Sp. Atk,122,224,377,venusaur
Sp. Def,120,220,372,venusaur
Speed,80,148,284,venusaur
HP,35,180,274,ekans
Attack,60,112,240,ekans
Defense,44,83,205,ekans
Sp. Atk,40,76,196,ekans
Sp. Def,54,101,227,ekans
Speed,55,103,229,ekans
HP,60,230,324,arbok
Attack,95,175,317,arbok
Defense,69,128,260,arbok
Sp. Atk,65,121,251,arbok
Sp. Def,79,146,282,arbok
Speed,80,148,284,arbok
HP,60,230,324,ivysaur
Attack,62,116,245,ivysaur
Defense,63,117,247,ivysaur
Sp. Atk,80,148,284,ivysaur
Sp. Def,80,148,284,ivysaur
Speed,60,112,240,ivysaur
HP,49,208,302,pumpkaboo
Attack,66,123,254,pumpkaboo
Defense,70,130,262,pumpkaboo
Sp. Atk,44,83,205,pumpkaboo
Sp. Def,55,103,229,pumpkaboo
Speed,51,96,221,pumpkaboo
HP,45,200,294,bulbasaur
Attack,49,92,216,bulbasaur
Defense,49,92,216,bulbasaur
Sp. Atk,65,121,251,bulbasaur
Sp. Def,65,121,251,bulbasaur
Speed,45,85,207,bulbasaur
HP,85,280,374,trevenant
Attack,110,202,350,trevenant
Defense,76,141,276,trevenant
Sp. Atk,65,121,251,trevenant
Sp. Def,82,152,289,trevenant
Speed,56,105,232,trevenant
HP,44,198,292,pumpkaboo
Attack,66,123,254,pumpkaboo
Defense,70,130,262,pumpkaboo
Sp. Atk,44,83,205,pumpkaboo
Sp. Def,55,103,229,pumpkaboo
Speed,56,105,232,pumpkaboo
HP,54,218,312,pumpkaboo
Attack,66,123,254,pumpkaboo
Defense,70,130,262,pumpkaboo
Sp. Atk,44,83,205,pumpkaboo
Sp. Def,55,103,229,pumpkaboo
Speed,46,87,210,pumpkaboo
HP,59,228,322,pumpkaboo
Attack,66,123,254,pumpkaboo
Defense,70,130,262,pumpkaboo
Sp. Atk,44,83,205,pumpkaboo
Sp. Def,55,103,229,pumpkaboo
Speed,41,78,199,pumpkaboo
HP,60,230,324,chandelure
Attack,55,103,229,chandelure
Defense,90,166,306,chandelure
Sp. Atk,145,265,427,chandelure
Sp. Def,90,166,306,chandelure
Speed,80,148,284,chandelure
HP,60,230,324,lampent
Attack,40,76,196,lampent
Defense,60,112,240,lampent
Sp. Atk,95,175,317,lampent
Sp. Def,60,112,240,lampent
Speed,55,103,229,lampent
HP,89,288,382,golurk
Attack,124,227,381,golurk
Defense,80,148,284,golurk
Sp. Atk,55,103,229,golurk
Sp. Def,80,148,284,golurk
Speed,55,103,229,golurk
HP,43,196,290,phantump
Attack,70,130,262,phantump
Defense,48,90,214,phantump
Sp. Atk,50,94,218,phantump
Sp. Def,60,112,240,phantump
Speed,38,72,192,phantump
HP,59,228,322,golett
Attack,74,137,271,golett
Defense,50,94,218,golett
Sp. Atk,35,67,185,golett
Sp. Def,50,94,218,golett
Speed,35,67,185,golett
HP,50,210,304,litwick
Attack,30,58,174,litwick
Defense,55,103,229,litwick
Sp. Atk,65,121,251,litwick
Sp. Def,55,103,229,litwick
Speed,20,40,152,litwick
HP,55,220,314,frillish
Attack,40,76,196,frillish
Defense,50,94,218,frillish
Sp. Atk,65,121,251,frillish
Sp. Def,85,157,295,frillish
Speed,40,76,196,frillish
HP,58,226,320,cofagrigus
Attack,50,94,218,cofagrigus
Defense,145,265,427,cofagrigus
Sp. Atk,95,175,317,cofagrigus
Sp. Def,105,193,339,cofagrigus
Speed,30,58,174,cofagrigus
HP,100,310,404,jellicent
Attack,60,112,240,jellicent
Defense,70,130,262,jellicent
Sp. Atk,85,157,295,jellicent
Sp. Def,105,193,339,jellicent
Speed,60,112,240,jellicent
HP,70,250,344,froslass
Attack,80,148,284,froslass
Defense,70,130,262,froslass
Sp. Atk,80,148,284,froslass
Sp. Def,70,130,262,froslass
Speed,110,202,350,froslass
HP,38,186,280,yamask
Attack,30,58,174,yamask
Defense,85,157,295,yamask
Sp. Atk,55,103,229,yamask
Sp. Def,65,121,251,yamask
Speed,30,58,174,yamask
HP,38,186,280,yamask
Attack,55,103,229,yamask
Defense,85,157,295,yamask
Sp. Atk,30,58,174,yamask
Sp. Def,65,121,251,yamask
Speed,30,58,174,yamask
HP,60,230,324,zoroark
Attack,105,193,339,zoroark
Defense,60,112,240,zoroark
Sp. Atk,120,220,372,zoroark
Sp. Def,60,112,240,zoroark
Speed,105,193,339,zoroark
HP,40,190,284,zorua
Attack,65,121,251,zorua
Defense,40,76,196,zorua
Sp. Atk,80,148,284,zorua
Sp. Def,40,76,196,zorua
Speed,65,121,251,zorua
HP,60,230,324,mismagius
Attack,60,112,240,mismagius
Defense,60,112,240,mismagius
Sp. Atk,105,193,339,mismagius
Sp. Def,105,193,339,mismagius
Speed,105,193,339,mismagius
HP,20,150,244,duskull
Attack,40,76,196,duskull
Defense,90,166,306,duskull
Sp. Atk,30,58,174,duskull
Sp. Def,90,166,306,duskull
Speed,25,49,163,duskull
HP,64,238,332,banette
Attack,115,211,361,banette
Defense,65,121,251,banette
Sp. Atk,83,153,291,banette
Sp. Def,63,117,247,banette
Speed,65,121,251,banette
HP,64,238,332,banette
Attack,165,301,471,banette
Defense,75,139,273,banette
Sp. Atk,93,171,313,banette
Sp. Def,83,153,291,banette
HP,60,230,324,misdreavus
Attack,60,112,240,misdreavus
Defense,60,112,240,misdreavus
Sp. Atk,85,157,295,misdreavus
Sp. Def,85,157,295,misdreavus
Speed,85,157,295,misdreavus
HP,45,200,294,dusknoir
Attack,100,184,328,dusknoir
Defense,135,247,405,dusknoir
Sp. Atk,65,121,251,dusknoir
Sp. Def,135,247,405,dusknoir
Speed,45,85,207,dusknoir
HP,44,198,292,shuppet
Attack,75,139,273,shuppet
Defense,35,67,185,shuppet
Sp. Atk,63,117,247,shuppet
Sp. Def,33,63,181,shuppet
Speed,45,85,207,shuppet
HP,40,190,284,dusclops
Attack,70,130,262,dusclops
Defense,130,238,394,dusclops
Sp. Atk,60,112,240,dusclops
Sp. Def,130,238,394,dusclops
Speed,25,49,163,dusclops
HP,60,230,324,gengar
Attack,65,121,251,gengar
Defense,60,112,240,gengar
Sp. Atk,130,238,394,gengar
Sp. Def,75,139,273,gengar
Speed,110,202,350,gengar
HP,60,230,324,gengar
Attack,65,121,251,gengar
Defense,80,148,284,gengar
Sp. Atk,170,310,482,gengar
HP,45,200,294,haunter
Attack,50,94,218,haunter
Defense,45,85,207,haunter
Sp. Atk,115,211,361,haunter
Sp. Def,55,103,229,haunter
Speed,95,175,317,haunter
Speed,75,139,273,banette
Sp. Def,95,175,317,gengar
Speed,130,238,394,gengar
HP,50,210,304,spiritomb
Attack,92,170,311,spiritomb
Defense,108,198,346,spiritomb
Sp. Atk,92,170,311,spiritomb
Sp. Def,108,198,346,spiritomb
Speed,35,67,185,spiritomb
HP,70,250,344,drapion
Attack,90,166,306,drapion
Defense,110,202,350,drapion
Sp. Atk,60,112,240,drapion
Sp. Def,75,139,273,drapion
Speed,95,175,317,drapion
HP,70,250,344,weavile
Attack,120,220,372,weavile
Defense,65,121,251,weavile
Sp. Atk,45,85,207,weavile
Sp. Def,85,157,295,weavile
Speed,125,229,383,weavile
HP,30,170,264,gastly
Attack,35,67,185,gastly
Defense,30,58,174,gastly
Sp. Atk,100,184,328,gastly
Sp. Def,35,67,185,gastly
Speed,80,148,284,gastly
HP,70,250,344,darkrai
Attack,90,166,306,darkrai
Defense,90,166,306,darkrai
Sp. Atk,135,247,405,darkrai
Sp. Def,90,166,306,darkrai
Speed,125,229,383,darkrai
HP,103,316,410,skuntank
Attack,93,171,313,skuntank
Defense,67,125,256,skuntank
Sp. Atk,71,132,265,skuntank
Sp. Def,61,114,243,skuntank
Speed,84,155,293,skuntank
HP,63,236,330,stunky
Attack,63,117,247,stunky
Defense,47,89,212,stunky
Sp. Atk,41,78,199,stunky
Sp. Def,41,78,199,stunky
Speed,74,137,271,stunky
HP,65,240,334,absol
Attack,130,238,394,absol
Defense,60,112,240,absol
Sp. Atk,75,139,273,absol
Sp. Def,60,112,240,absol
Speed,75,139,273,absol
HP,65,240,334,absol
Attack,150,274,438,absol
Defense,60,112,240,absol
Sp. Atk,115,211,361,absol
Sp. Def,60,112,240,absol
Speed,115,211,361,absol
HP,63,236,330,crawdaunt
Attack,120,220,372,crawdaunt
Defense,85,157,295,crawdaunt
Sp. Atk,90,166,306,crawdaunt
Sp. Def,55,103,229,crawdaunt
Speed,55,103,229,crawdaunt
HP,70,250,344,cacturne
Attack,115,211,361,cacturne
Defense,60,112,240,cacturne
Sp. Atk,115,211,361,cacturne
Sp. Def,60,112,240,cacturne
Speed,55,103,229,cacturne
HP,70,250,344,sharpedo
Attack,120,220,372,sharpedo
Defense,40,76,196,sharpedo
Sp. Atk,95,175,317,sharpedo
Sp. Def,40,76,196,sharpedo
Speed,95,175,317,sharpedo
HP,70,250,344,sharpedo
Attack,140,256,416,sharpedo
Defense,70,130,262,sharpedo
Sp. Atk,110,202,350,sharpedo
HP,45,200,294,carvanha
Attack,90,166,306,carvanha
Defense,20,40,152,carvanha
Sp. Atk,65,121,251,carvanha
Sp. Def,20,40,152,carvanha
Speed,65,121,251,carvanha
HP,50,210,304,sableye
Attack,75,139,273,sableye
Defense,75,139,273,sableye
Sp. Atk,65,121,251,sableye
Sp. Def,65,121,251,sableye
Speed,50,94,218,sableye
HP,50,210,304,sableye
Attack,85,157,295,sableye
Defense,125,229,383,sableye
Sp. Atk,85,157,295,sableye
Sp. Def,115,211,361,sableye
Speed,20,40,152,sableye
Sp. Def,65,121,251,sharpedo
Speed,105,193,339,sharpedo
HP,45,200,294,houndour
Attack,60,112,240,houndour
Defense,30,58,174,houndour
Sp. Atk,80,148,284,houndour
Sp. Def,50,94,218,houndour
Speed,65,121,251,houndour
HP,90,290,384,shiftry
Attack,100,184,328,shiftry
Defense,60,112,240,shiftry
Sp. Atk,90,166,306,shiftry
Sp. Def,60,112,240,shiftry
Speed,80,148,284,shiftry
HP,70,250,344,nuzleaf
Attack,70,130,262,nuzleaf
Defense,40,76,196,nuzleaf
Sp. Atk,60,112,240,nuzleaf
Sp. Def,40,76,196,nuzleaf
Speed,60,112,240,nuzleaf
HP,38,186,280,zigzagoon
Attack,30,58,174,zigzagoon
HP,70,250,344,mightyena
Attack,90,166,306,mightyena
Defense,70,130,262,mightyena
Sp. Atk,60,112,240,mightyena
Sp. Def,60,112,240,mightyena
Speed,70,130,262,mightyena
HP,75,260,354,houndoom
Attack,90,166,306,houndoom
Defense,50,94,218,houndoom
Sp. Atk,110,202,350,houndoom
Sp. Def,80,148,284,houndoom
Speed,95,175,317,houndoom
HP,75,260,354,houndoom
Attack,90,166,306,houndoom
Defense,90,166,306,houndoom
Sp. Atk,140,256,416,houndoom
Sp. Def,90,166,306,houndoom
HP,78,266,360,linoone
Attack,70,130,262,linoone
Defense,61,114,243,linoone
Sp. Atk,50,94,218,linoone
Sp. Def,61,114,243,linoone
Speed,100,184,328,linoone
HP,78,266,360,linoone
Attack,70,130,262,linoone
Defense,41,78,199,zigzagoon
Sp. Atk,30,58,174,zigzagoon
Sp. Def,41,78,199,zigzagoon
Speed,60,112,240,zigzagoon
HP,38,186,280,zigzagoon
Attack,30,58,174,zigzagoon
Defense,41,78,199,zigzagoon
Sp. Atk,30,58,174,zigzagoon
Sp. Def,41,78,199,zigzagoon
Speed,60,112,240,zigzagoon
HP,35,180,274,poochyena
Attack,55,103,229,poochyena
Defense,35,67,185,poochyena
Sp. Atk,30,58,174,poochyena
Sp. Def,30,58,174,poochyena
Speed,35,67,185,poochyena
Speed,115,211,361,houndoom
Defense,61,114,243,linoone
Sp. Atk,50,94,218,linoone
Sp. Def,61,114,243,linoone
Speed,100,184,328,linoone
HP,95,300,394,umbreon
Attack,65,121,251,umbreon
Defense,110,202,350,umbreon
Sp. Atk,60,112,240,umbreon
Sp. Def,130,238,394,umbreon
Speed,65,121,251,umbreon
HP,55,220,314,sneasel
Attack,95,175,317,sneasel
Defense,55,103,229,sneasel
Sp. Atk,35,67,185,sneasel
Sp. Def,75,139,273,sneasel
Speed,115,211,361,sneasel
HP,65,240,334,persian
Attack,70,130,262,persian
Defense,60,112,240,persian
Sp. Atk,65,121,251,persian
Sp. Def,65,121,251,persian
Speed,115,211,361,persian
HP,65,240,334,persian
Attack,60,112,240,persian
Defense,60,112,240,persian
Sp. Atk,75,139,273,persian
HP,55,220,314,raticate
Attack,81,150,287,raticate
Defense,60,112,240,raticate
Sp. Atk,50,94,218,raticate
Sp. Def,70,130,262,raticate
Speed,97,179,322,raticate
HP,75,260,354,raticate
Attack,71,132,265,raticate
Defense,70,130,262,raticate
Sp. Atk,40,76,196,raticate
Sp. Def,65,121,251,persian
Speed,115,211,361,persian
Sp. Def,80,148,284,raticate
Speed,77,143,278,raticate
HP,105,320,414,muk
Attack,105,193,339,muk
Defense,75,139,273,muk
Sp. Atk,65,121,251,muk
Sp. Def,100,184,328,muk
Speed,50,94,218,muk
HP,105,320,414,muk
HP,75,260,354,delphox
Attack,69,128,260,delphox
Defense,72,134,267,delphox
Sp. Atk,114,209,359,delphox
Sp. Def,100,184,328,delphox
Speed,104,191,337,delphox
HP,80,270,364,grimer
Attack,80,148,284,grimer
Defense,50,94,218,grimer
Sp. Atk,40,76,196,grimer
Sp. Def,50,94,218,grimer
Speed,25,49,163,grimer
